analysis_name,feature,n_subjects_available,n_subjects_expected_in_analysis,median_PreHI,median_HI,median_difference,bootstrap_ci_95_low_median_difference,bootstrap_ci_95_high_median_difference,median_percentage_change,n_increased,n_decreased,n_unchanged,direction_consistency,dominant_direction,wilcoxon_statistic,wilcoxon_p_value,rank_biserial_effect_size,bootstrap_ci_excludes_zero,bh_fdr_p_value_within_analysis,bh_fdr_significant_within_analysis,absolute_rank_biserial_effect_size,omitted_patient
leave_one_out_exclude_80436,QRS_mean,19,19,0.132103846,0.14475,0.004460272000000015,-0.0014142014999999897,0.02906433850000001,3.3968750398655754,11,8,0,0.5789473684210527,increased_during_HI,45.0,0.044559478759765625,0.5263157894736842,False,0.0654876708984375,False,0.5263157894736842,80436
leave_one_out_exclude_80436,kurtosis,19,19,6.210000000000001,6.1,0.8499999999999996,0.125,2.200000000000001,22.02702702702701,14,5,0,0.7368421052631579,increased_during_HI,47.0,0.05457305908203125,0.5052631578947369,True,0.0654876708984375,False,0.5052631578947369,80436
leave_one_out_exclude_80436,fuzzyEntropy,19,19,0.24,0.235,-0.01999999999999999,-0.09000000000000002,0.0,-11.111111111111107,4,13,2,0.6842105263157895,decreased_during_HI,32.0,0.03508020085561516,-0.5816993464052288,False,0.0654876708984375,False,0.5816993464052288,80436
leave_one_out_exclude_80436,entropyProfiled_maximum_sampleEntropy,19,19,2.4850000000000003,2.285,-0.3200000000000003,-0.6150000000000002,0.0,-16.309012875536485,4,13,2,0.6842105263157895,decreased_during_HI,31.0,0.03124928092967935,-0.5947712418300654,False,0.0654876708984375,False,0.5947712418300654,80436
leave_one_out_exclude_80436,fd_mean,19,19,8.24,6.970000000000001,-0.3900000000000001,-0.79,0.1499999999999999,-5.252525252525248,6,13,0,0.6842105263157895,decreased_during_HI,47.0,0.05457305908203125,-0.5052631578947369,False,0.0654876708984375,False,0.5052631578947369,80436
leave_one_out_exclude_80436,fd_median,19,19,2.975,1.86,-0.25,-0.8,0.09999999999999987,-5.660377358490571,6,13,0,0.6842105263157895,decreased_during_HI,49.0,0.06628799438476562,-0.4842105263157895,False,0.06628799438476562,False,0.4842105263157895,80436
leave_one_out_exclude_88503,QRS_mean,19,19,0.132103846,0.14475,0.004460272000000015,-0.0014142014999999897,0.03041363349999998,3.3968750398655754,11,8,0,0.5789473684210527,increased_during_HI,44.0,0.040130615234375,0.5368421052631579,False,0.0601959228515625,False,0.5368421052631579,88503
leave_one_out_exclude_88503,kurtosis,19,19,5.75,6.1,1.1349999999999998,0.5299999999999999,2.200000000000001,27.34617775015539,15,4,0,0.7894736842105263,increased_during_HI,32.0,0.00945281982421875,0.6631578947368421,True,0.02835845947265625,True,0.6631578947368421,88503
leave_one_out_exclude_88503,fuzzyEntropy,19,19,0.24,0.235,-0.01999999999999999,-0.09000000000000002,0.0,-11.111111111111107,4,13,2,0.6842105263157895,decreased_during_HI,32.0,0.03508020085561516,-0.5816993464052288,False,0.0601959228515625,False,0.5816993464052288,88503
leave_one_out_exclude_88503,entropyProfiled_maximum_sampleEntropy,19,19,2.4850000000000003,2.285,-0.3200000000000003,-0.6150000000000002,0.0,-16.309012875536485,4,13,2,0.6842105263157895,decreased_during_HI,19.0,0.006489970007665625,-0.7516339869281046,False,0.02835845947265625,True,0.7516339869281046,88503
leave_one_out_exclude_88503,fd_mean,19,19,7.665,7.27,-0.34000000000000075,-0.6949999999999994,0.15499999999999758,-4.4678055190538855,7,12,0,0.631578947368421,decreased_during_HI,62.0,0.1956329345703125,-0.3473684210526316,False,0.1956329345703125,False,0.3473684210526316,88503
leave_one_out_exclude_88503,fd_median,19,19,2.975,1.86,-0.25,-0.8,0.09999999999999987,-5.660377358490571,6,13,0,0.6842105263157895,decreased_during_HI,48.0,0.060207366943359375,-0.49473684210526314,False,0.07224884033203124,False,0.49473684210526314,88503
leave_one_out_exclude_90396,QRS_mean,19,19,0.1368522585,0.14475,0.004460272000000015,-0.0014142014999999897,0.02906433850000001,3.3968750398655754,11,8,0,0.5789473684210527,increased_during_HI,45.0,0.044559478759765625,0.5263157894736842,False,0.09943199157714844,False,0.5263157894736842,90396
leave_one_out_exclude_90396,kurtosis,19,19,5.75,5.67,0.8499999999999996,0.125,1.7299999999999986,22.02702702702701,14,5,0,0.7368421052631579,increased_during_HI,49.0,0.06628799438476562,0.4842105263157895,True,0.09943199157714844,False,0.4842105263157895,90396
leave_one_out_exclude_90396,fuzzyEntropy,19,19,0.24,0.24,-0.01999999999999999,-0.09000000000000002,0.0,-11.111111111111107,4,13,2,0.6842105263157895,decreased_during_HI,32.0,0.03508020085561516,-0.5816993464052288,False,0.09943199157714844,False,0.5816993464052288,90396
leave_one_out_exclude_90396,entropyProfiled_maximum_sampleEntropy,19,19,2.28,2.285,-0.19000000000000006,-0.6149999999999998,0.0,-11.764705882352951,5,12,2,0.631578947368421,decreased_during_HI,36.0,0.055213375542714785,-0.5294117647058824,False,0.09943199157714844,False,0.5294117647058824,90396
leave_one_out_exclude_90396,fd_mean,19,19,7.665,7.27,-0.34000000000000075,-0.6949999999999994,0.15499999999999758,-4.4678055190538855,7,12,0,0.631578947368421,decreased_during_HI,62.0,0.1956329345703125,-0.3473684210526316,False,0.1956329345703125,False,0.3473684210526316,90396
leave_one_out_exclude_90396,fd_median,19,19,2.975,1.86,-0.07499999999999996,-0.5700000000000003,0.11000000000000032,-5.285412262156448,7,12,0,0.631578947368421,decreased_during_HI,59.0,0.156402587890625,-0.37894736842105264,False,0.18768310546875,False,0.37894736842105264,90396
leave_one_out_exclude_96305,QRS_mean,19,19,0.132103846,0.14475,0.016255105500000006,-0.0002500000000000002,0.03041363349999998,8.40836472039211,12,7,0,0.631578947368421,increased_during_HI,37.0,0.0180816650390625,0.6105263157894737,False,0.0654876708984375,False,0.6105263157894737,96305
leave_one_out_exclude_96305,kurtosis,19,19,6.210000000000001,6.1,1.1349999999999998,0.125,2.200000000000001,27.34617775015539,14,5,0,0.7368421052631579,increased_during_HI,46.0,0.049365997314453125,0.5157894736842106,True,0.0654876708984375,False,0.5157894736842106,96305
leave_one_out_exclude_96305,fuzzyEntropy,19,19,0.24,0.24,-0.01999999999999999,-0.09000000000000002,0.0,-11.111111111111107,5,12,2,0.631578947368421,decreased_during_HI,38.0,0.06818311125495681,-0.5032679738562091,False,0.06818311125495681,False,0.5032679738562091,96305
leave_one_out_exclude_96305,entropyProfiled_maximum_sampleEntropy,19,19,2.28,2.285,-0.3200000000000003,-0.6150000000000002,0.0,-16.309012875536485,4,13,2,0.6842105263157895,decreased_during_HI,32.0,0.03515697309591544,-0.5816993464052288,False,0.0654876708984375,False,0.5816993464052288,96305
leave_one_out_exclude_96305,fd_mean,19,19,7.665,6.970000000000001,-0.3900000000000001,-0.79,0.1499999999999999,-5.252525252525248,6,13,0,0.6842105263157895,decreased_during_HI,47.0,0.05457305908203125,-0.5052631578947369,False,0.0654876708984375,False,0.5052631578947369,96305
leave_one_out_exclude_96305,fd_median,19,19,2.93,1.86,-0.25,-0.8,0.09999999999999987,-5.660377358490571,6,13,0,0.6842105263157895,decreased_during_HI,45.0,0.044559478759765625,-0.5263157894736842,False,0.0654876708984375,False,0.5263157894736842,96305
leave_one_out_exclude_96879,QRS_mean,19,19,0.1368522585,0.157876923,0.016255105500000006,-0.0002500000000000002,0.03041363349999998,8.40836472039211,12,7,0,0.631578947368421,increased_during_HI,35.0,0.014068603515625,0.631578947368421,False,0.02813720703125,True,0.631578947368421,96879
leave_one_out_exclude_96879,kurtosis,19,19,5.75,6.1,1.1349999999999998,0.5299999999999999,2.200000000000001,27.34617775015539,15,4,0,0.7894736842105263,increased_during_HI,32.0,0.00945281982421875,0.6631578947368421,True,0.02813720703125,True,0.6631578947368421,96879
leave_one_out_exclude_96879,fuzzyEntropy,19,19,0.22,0.235,-0.01999999999999999,-0.09000000000000002,0.0,-11.111111111111107,4,13,2,0.6842105263157895,decreased_during_HI,30.0,0.027589528525118496,-0.6078431372549019,False,0.041384292787677746,True,0.6078431372549019,96879
leave_one_out_exclude_96879,entropyProfiled_maximum_sampleEntropy,19,19,2.4850000000000003,2.4,-0.3200000000000003,-0.6150000000000002,0.0,-16.309012875536485,4,13,2,0.6842105263157895,decreased_during_HI,24.0,0.012946026127481573,-0.6862745098039216,False,0.02813720703125,True,0.6862745098039216,96879
leave_one_out_exclude_96879,fd_mean,19,19,8.24,7.27,-0.3900000000000001,-0.79,0.15499999999999758,-5.252525252525248,6,13,0,0.6842105263157895,decreased_during_HI,54.0,0.104156494140625,-0.43157894736842106,False,0.104156494140625,False,0.43157894736842106,96879
leave_one_out_exclude_96879,fd_median,19,19,2.975,1.86,-0.25,-0.8,0.11000000000000032,-5.285412262156448,7,12,0,0.631578947368421,decreased_during_HI,52.0,0.08742904663085938,-0.45263157894736844,False,0.104156494140625,False,0.45263157894736844,96879
