feature,feature_family,excluded_patient_id,n_paired_patients,median_PreHI,median_HI,median_delta_HI_minus_PreHI,n_increase,n_decrease,n_no_change,dominant_direction,direction_consistency,wilcoxon_p,rank_biserial_effect_size,bootstrap_median_delta_ci_low,bootstrap_median_delta_ci_high,bootstrap_ci_excludes_zero,loo_status,analysis_type,baseline_dominant_direction,baseline_median_delta_HI_minus_PreHI,baseline_direction_consistency,baseline_wilcoxon_p,baseline_rank_biserial_effect_size,baseline_bootstrap_ci_excludes_zero,direction_matches_baseline,median_delta_sign_matches_baseline,direction_consistency_drop,p_value_ratio_vs_baseline,potentially_influential_patient_flag
kurtosis,time-domain statistics,80436,19,6.210000000000001,6.1,0.8499999999999996,14,5,0,increase,0.7368421052631579,0.05457305908203125,0.5052631578947369,0.125,2.200000000000001,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,0.013157894736842146,1.5061325472443017,0
kurtosis,time-domain statistics,8452,19,5.75,5.67,0.8499999999999996,14,5,0,increase,0.7368421052631579,0.05457305908203125,0.5052631578947369,0.125,2.200000000000001,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,0.013157894736842146,1.5061325472443017,0
kurtosis,time-domain statistics,88503,19,5.75,6.1,1.1349999999999998,15,4,0,increase,0.7894736842105263,0.00945281982421875,0.6631578947368421,0.5299999999999999,2.200000000000001,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,-0.03947368421052633,0.26088329736274146,0
kurtosis,time-domain statistics,90396,19,5.75,5.67,0.8499999999999996,14,5,0,increase,0.7368421052631579,0.06628799438476562,0.4842105263157895,0.125,1.7299999999999986,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,0.013157894736842146,1.82944675475075,0
kurtosis,time-domain statistics,906,19,5.75,5.67,0.8499999999999996,14,5,0,increase,0.7368421052631579,0.05457305908203125,0.5052631578947369,0.125,1.7299999999999986,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,0.013157894736842146,1.5061325472443017,0
kurtosis,time-domain statistics,96305,19,6.210000000000001,6.1,1.1349999999999998,14,5,0,increase,0.7368421052631579,0.049365997314453125,0.5157894736842106,0.125,2.200000000000001,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,0.013157894736842146,1.362425646154656,0
kurtosis,time-domain statistics,96879,19,5.75,6.1,1.1349999999999998,15,4,0,increase,0.7894736842105263,0.00945281982421875,0.6631578947368421,0.5299999999999999,2.200000000000001,1,adequate_sample_size,leave_one_patient_out,increase,0.9924999999999997,0.75,0.03623390197753906,0.5333333333333333,1,1,1,-0.03947368421052633,0.26088329736274146,0
HRV_MeanNN,HRV,,20,626.025792225,642.4071739,20.759493749999933,15,5,0,increase,0.75,0.05316925048828125,0.49523809523809526,1.6337561499999538,67.20964850000001,1,adequate_sample_size,baseline_all_patients,increase,20.759493749999933,0.75,0.05316925048828125,0.49523809523809526,1,1,1,0.0,1.0,0
HRV_MeanNN,HRV,10013,19,626.1989528500001,632.2539683,14.96410354999989,14,5,0,increase,0.7368421052631579,0.07987594604492188,0.4631578947368421,1.601366999999982,65.73329710000007,1,adequate_sample_size,leave_one_patient_out,increase,20.759493749999933,0.75,0.05316925048828125,0.49523809523809526,1,1,1,0.013157894736842146,1.5022958817620893,0
HRV_MeanNN,HRV,1049,19,625.8526316,632.2539683,14.96410354999989,14,5,0,increase,0.7368421052631579,0.09551239013671875,0.4421052631578947,1.601366999999982,65.73329710000007,1,adequate_sample_size,leave_one_patient_out,increase,20.759493749999933,0.75,0.05316925048828125,0.49523809523809526,1,1,1,0.013157894736842146,1.7963839862247095,0
